ID,Fecha Registro,Tipo Registro,Estado Negocio,Estado Renovación,Estado Prospecto,Estado Traspaso,Estado Inclusión,Tipo Materia,Seguro,Cot Aceptada,Póliza,Modifica Materia?,Comisión?,Contratante,Pagador,Cliente,Producto,Ejecutivo,Moneda,UF Prima Afecta,UF Prima Exenta,CLP Prima Afecta,CLP Prima Exenta,USD Prima Afecta,USD Prima Exenta,% Comisión Afecta,% Comisión Exenta,Forma de Pago,N° Cuotas,Valor Cuota,Tipo Inspección,N° Inspección,I Vigencia,Condiciones,Archivos,Comentarios,Fin Gestión,Traspaso Info 1,Traspaso Info 2
417f161d,27/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0061,rut0061,Cli0045,,,,,,,,,,,,,,,,,,,,Mejor opción entregada el 2023 fue UF25.36 deducible UF5,6/2/2026,,
30ec9962,28/1/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0351,FALSE,TRUE,rut0166,rut0166,Cli0111,Pro0043,,UF,,,,,,,18.00%,18.00%,PAC,,,,,,,,,7/2/2026,,
2c5af2fa,28/1/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0350,FALSE,TRUE,rut0159,rut0159,Cli0111,Pro0043,,UF,,,,,,,15.00%,15.00%,PAT,,,,,,,,,7/2/2026,,
f7e1c371,28/1/2026,Renovación,,Renovado,,,,Individual,Seg0028,155b0243,Pol0347,FALSE,TRUE,rut0080,rut0080,Cli0057,Pro0078,,UF,,,,,,,15.00%,0.00%,Directa,,,,,,,,,7/2/2026,,
ee2843f2,28/1/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0349,FALSE,TRUE,rut0128,rut0128,Cli0093,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,7/2/2026,,
e0d7dfc2,28/1/2026,Renovación,,Cambio Cía,,,,Individual,Seg0028,52f74d6f,Pol0346,FALSE,TRUE,rut0144,rut0144,Cli0101,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,Continuidad,,,,,,7/2/2026,,
8a181242,30/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0128,rut0128,Cli0093,,,,,,,,,,,,,,,,,,,,Mejorar UF16.46 con UF5,9/2/2026,,
d0b502bf,30/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0045,rut0045,Cli0035,,,,,,,,,,,,,,,,,,,,663281f7,9/2/2026,,
ad93ea2b,30/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,1ab5fcfe,,FALSE,TRUE,rut0047,rut0047,Cli0036,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1397729,,,,UF21.8 con UF5,9/2/2026,,
8de372fa,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,rut0106,rut0106,Cli0097,,,,,,,,,,,,,,,,,,,,304c3fea,,,
5976b900,30/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0132,rut0132,Cli0088,,,,,,,,,,,,,,,,,,,,No contesta,9/2/2026,,
d504b32d,2/3/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0104,rut0104,Cli0071,,,,,,,,,,,,,,,,,,,,No pescó,12/3/2026,,
e55a81be,2/3/2026,Negocio,Aceptado,,,,,Individual,Seg0028,89583205,,FALSE,TRUE,rut0185,rut0185,Cli0121,4fdf4801,,UF,,,,,,,10.50%,0.00%,PAT,,,,2851140,,,,61c47310,12/3/2026,,
101a0a69,30/1/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,rut0168,rut0168,Cli0114,,,,,,,,,,,,,,,,,,,,a089715c,9/2/2026,,
cfb4e007,30/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,e903a848,,FALSE,TRUE,rut0167,rut0167,Cli0113,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1391543,,,,079fa3e0,9/2/2026,,
c3a78960,30/1/2026,Negocio,Aceptado,,,,,Individual,Seg0028,6fc5f233,,FALSE,TRUE,rut0047,rut0047,Cli0036,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1397735,,,,Paga UF16.31 anual con UF3,9/2/2026,,
31c127a5,30/1/2026,Negocio,Nulo,,,,,Individual,Seg0028,9ca24d00,,FALSE,TRUE,78c556e1,78c556e1,81d519d5,Pro0083,,UF,,,,,,,15.00%,0.00%,PAT,,,,1386765,,,,8fdef52d,9/2/2026,,
8601d49a,2/3/2026,Prospecto,,,Perdido,,,Individual,Seg0028,,,FALSE,,1d711659,1d711659,188bf0ee,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,EL hijo no pesca. EL papá se aburrió,12/3/2026,,
ca0659a3,2/3/2026,Negocio,Aceptado,,,,,Individual,Seg0028,2ca238ba,,FALSE,TRUE,1d711659,1d711659,188bf0ee,b023eff5,,UF,,,,,,,10.00%,0.00%,PAT,,,,No Aplica,,,,57301eb3,12/3/2026,,
a80db467,30/1/2026,Negocio,Aceptado,,,,,,Seg0028,befd2f57,,FALSE,TRUE,rut0146,rut0146,Cli0102,,,UF,,,,,,,17.00%,0.00%,Directa,,,Continuidad,No Aplica,,,,,9/2/2026,,
af53e0dd,2/2/2026,Renovación,,Renovado,,,,Individual,Seg0023,,Pol0352,FALSE,TRUE,rut0149,rut0149,Cli0103,Pro0070,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,12/2/2026,,
c22f5f90,2/2/2026,Renovación,,Renovado,,,,Individual,Seg0003,,Pol0353,FALSE,TRUE,rut0149,rut0149,Cli0103,Pro0004,,UF,,,,,,,15.00%,15.00%,Directa,,,,,,,,,12/2/2026,,
f3c3e533,4/2/2026,Negocio,Aceptado,,,,,,Seg0028,d10ed0ae,,FALSE,TRUE,rut0158,rut0158,Cli0110,Pro0099,,UF,,,,,,,17.00%,0.00%,PAT,,,No Aplica,No Aplica,,,,Le ofrecen UF41.76 con UF3,14/2/2026,,
8da002538,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0312,FALSE,TRUE,rut0159,rut0159,Cli0111,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,28/12/2025,,
ac927ec421,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0330,FALSE,TRUE,rut0128,rut0128,Cli0093,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
32936c0152,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0333,FALSE,TRUE,rut0145,rut0145,Cli0101,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
dee8757839df,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0334,FALSE,TRUE,rut0143,rut0143,Cli0101,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
a49e8324530,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0335,FALSE,TRUE,rut0089,rut0089,Cli0064,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
d4146c056534,18/12/2025,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0336,FALSE,TRUE,rut0091,rut0091,Cli0064,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,28/12/2025,,
Ren0106a,6/12/2024,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0158,FALSE,TRUE,rut0009,rut0009,Cli0008,,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,Portal,,,16/12/2024,,
5a79ad75,5/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,10033755,,FALSE,TRUE,ab770ebe,ab770ebe,d1a0804c,Pro0032,,UF,,,,,,,15.00%,0.00%,PAT,,,,1386580,,,,,15/2/2026,,
ab5d0c04,5/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,ee1ce1b3,,FALSE,TRUE,rut0134,rut0134,Cli0098,Pro0083,,UF,,,,,,,14.00%,0.00%,PAT,,,Autoinspección,1390716,,,,532ebb4f,15/2/2026,,
8834ad0e,7/2/2026,Traspaso,,,,Ok,,,Seg0006,,,FALSE,FALSE,rut0146,rut0146,Cli0102,d8298774,,UF,,,,,,,10.00%,,PAT,,,,,,,,,17/2/2026,,
203b877c,7/2/2026,Renovación,,Renovado,,,,Individual,Seg0006,,7dfe8fed,FALSE,TRUE,rut0146,rut0146,Cli0102,d8298774,,UF,,,,,,,10.00%,0.00%,PAT,,,,,,,,,17/2/2026,,
2bd45f72,12/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,091b7c43,,FALSE,TRUE,rut0135,rut0135,Cli0098,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1390822,,,,Inspección 1390822,22/2/2026,,
b1733951,13/2/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0356,FALSE,TRUE,rut0057,rut0057,Cli0040,Pro0063,,UF,,,,,,,10.50%,0.00%,Directa,,,,,,,,,23/2/2026,,
447e79d6,13/2/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0357,FALSE,TRUE,rut0057,rut0057,Cli0040,Pro0063,,UF,,,,,,,10.50%,0.00%,Directa,,,,,,,,,23/2/2026,,
8351632a,13/2/2026,Renovación,,Renovado,,,,Individual,Seg0023,,Pol0358,FALSE,TRUE,rut0056,rut0056,Cli0040,Pro0069,,UF,,,,,,,18.00%,0.00%,Directa,,,,,,,,,23/2/2026,,
68a18954,13/2/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0355,FALSE,TRUE,rut0039,rut0039,Cli0030,Pro0015,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,23/2/2026,,
743c2609,17/2/2026,Renovación,,Renovado,,,,Individual,,,strhrsthert,FALSE,TRUE,rut0146,rut0146,Cli0102,d8298774,,UF,,,,,,,10.00%,0.00%,PAT,,,,,,,,,27/2/2026,,
22c9c350,18/2/2026,Prospecto,,,Perdido,,,Individual,Seg0034,,,FALSE,,ca6d987a,ca6d987a,3ae0be3d,,,UF,,,,,,,,,Directa,,,,,,,,,28/2/2026,,
ea5023f8,18/2/2026,Prospecto,,,Perdido,,,Individual,Seg0034,,,FALSE,,4e4dc021,4e4dc021,3ae0be3d,,,UF,,,,,,,,,Directa,,,,,,,,,28/2/2026,,
c8d1b5af,18/2/2026,Prospecto,,,Perdido,,,Individual,Seg0034,,,FALSE,,ca6d987a,ca6d987a,3ae0be3d,,,UF,,,,,,,,,Directa,,,,,,,,,28/2/2026,,
7b14721e,19/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,61f5f4e0,,FALSE,TRUE,ca6d987a,ca6d987a,3ae0be3d,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,1395102,,,,Paga 120 Mensual con UF5,1/3/2026,,
ca644998,19/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,8e3d7b85,,FALSE,TRUE,ca6d987a,ca6d987a,3ae0be3d,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,1398214,,,,,1/3/2026,,
b6f8a30c,23/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,3437858e,,FALSE,TRUE,rut0013,rut0013,Cli0012,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,Autoinspección,1397245,,,,,5/3/2026,,
32da4e0c,23/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,84c22e94,,FALSE,TRUE,rut0013,rut0013,Cli0012,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,1397286,,,,,5/3/2026,,
f3b56345,2/3/2026,Prospecto,,,Perdido,,,Individual,,,,FALSE,,836c51dc,836c51dc,853f6b33,,,UF,,,,,,,,,PAT,,,,,,,,El marido tiene amigo corredor,12/3/2026,,
c2a3a5b8,24/2/2026,Renovación,,Renovado,,,,Individual,Seg0000,,Pol0360,FALSE,TRUE,rut0139,rut0139,Cli0092,dfff688c,,UF,,,,,,,8.00%,8.00%,Directa,,,,,,,,"Reservas:

BCI: 0328443
Renta: 133821
Chubb:
Consorcio:",6/3/2026,,
fff74322,24/2/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0359,FALSE,TRUE,rut0194,rut0194,Cli0127,Pro0032,,UF,,,,,,,17.00%,0.00%,Directa,,,,,,,,,6/3/2026,,
8187f4d0,25/2/2026,Negocio,Aceptado,,,,,Individual,Seg0028,b27b2538,,FALSE,TRUE,rut0167,rut0167,Cli0113,Pro0111,,UF,,,,,,,10.00%,0.00%,PAT,,,,300559146,,,,"Paga UF15,45 anual. PT + RC + DM por naturaleza. Taller de Marca. Deducible UF10",7/3/2026,,
23872a90,2/3/2026,Negocio,Aceptado,,,,,Individual,Seg0028,a0c8e365,,FALSE,TRUE,2644dba2,2644dba2,674f9f0f,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1406889,,,,,12/3/2026,,
2a56238c,2/3/2026,Negocio,Aceptado,,,,,Individual,,6701960c,,FALSE,TRUE,f2cb894d,f2cb894d,674f9f0f,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,1406906,,,,,12/3/2026,,
0b31b71e,26/2/2026,Traspaso,,,,Ok,,Individual,Seg0028,,,FALSE,FALSE,rut0198,rut0198,Cli0132,Pro0032,,UF,,,,,,,17.00%,,PAT,,,,,,,,Registro para anular póliza renovada,8/3/2026,,
98d5e628,2/3/2026,Renovación,,Renovado,,,,Individual,Seg0013,f5023eaf,Pol0361,FALSE,FALSE,rut0037,rut0037,Cli0029,Pro0079,Eje0003,UF,$1.30,$0.00,,,,,0.00%,0.00%,Directa,1,$1.55,No Aplica,,10/4/2026,,,,12/3/2026,,
0f938ac0,2/3/2026,Renovación,,Renovado,,,,Individual,Seg0022,9282f0a2,Pol0362,FALSE,FALSE,rut0037,rut0037,Cli0029,Pro0080,,UF,$2.00,$0.00,,,,,0.00%,0.00%,Directa,1,$2.38,No Aplica,,15/4/2026,,,,12/3/2026,,
e0fa476e,2/3/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0363,FALSE,TRUE,rut0058,rut0058,Cli0041,Pro0083,,UF,,,,,,,14.00%,0.00%,PAT,,,,,,,,,12/3/2026,,
fcc910b9,3/3/2026,Traspaso,,,,Ok,,Individual,Seg0028,,,FALSE,FALSE,rut0144,rut0144,Cli0101,Pro0032,,UF,,,,,,,17.00%,,PAT,,,,,,,,,13/3/2026,,
a14e21aa,4/3/2026,Prospecto,,,Perdido,,,Individual,,,,FALSE,,383801ec,383801ec,db499e00,,,UF,,,,,,,,,PAT,,,,,,,,no le valió la pena,14/3/2026,,
4cf4e6a0,4/3/2026,Prospecto,,,Perdido,,,Individual,,,,FALSE,,383801ec,383801ec,db499e00,,,UF,,,,,,,,,PAT,,,,,,,,no le valió la pena,14/3/2026,,
5423a1e7,4/3/2026,Negocio,Aceptado,,,,,,Seg0028,5534f67f,,FALSE,TRUE,rut0043,rut0043,Cli0033,,,UF,,,,,,,17.00%,0.00%,PAT,,,Continuidad,No Aplica,,,,,14/3/2026,,
9068243c,5/3/2026,Negocio,Aceptado,,,,,,Seg0028,6de6735a,,FALSE,TRUE,rut0080,rut0080,Cli0057,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,Continuidad,No Aplica,,,,,15/3/2026,,
18b91ed7,5/3/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0364,FALSE,TRUE,rut0165,rut0165,Cli0111,Pro0043,,UF,,,,,,,18.00%,18.00%,PAC,,,,,,,,,15/3/2026,,
aa113c96,10/3/2026,Negocio,Aceptado,,,,,,Seg0011,4d924018,,FALSE,TRUE,rut0041,rut0041,Cli0032,Pro0029,,UF,,,,,,,10.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,20/3/2026,,
aa771c94,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,f1171afe,f1171afe,5e3e9074,,,UF,,,,,,,,,PAT,,,,,,,,,,,
53bdb5e8,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,8ea1e085,8ea1e085,5e3e9074,,,UF,,,,,,,,,PAT,,,,,,,,,,,
d09543a6,11/3/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0366,FALSE,TRUE,rut0078,rut0078,Cli0056,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,21/3/2026,,
2856c70a,12/3/2026,Negocio,Aceptado,,,,,Individual,Seg0028,6b923773,,FALSE,TRUE,9bd1ff83,9bd1ff83,85805ffa,Pro0034,,UF,,,,,,,17.00%,0.00%,Directa,,,,1412750,,,,,22/3/2026,,
e6aa8b9a,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
9614284a,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,e78806ea,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
badb11dd,16/3/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0370,FALSE,TRUE,rut0070,rut0070,Cli0049,Pro0015,,UF,,,,,,,15.00%,0.00%,PAT,,,,,,,,,26/3/2026,,
a4caf327,16/3/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0368,FALSE,TRUE,rut0135,rut0135,Cli0098,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,,,,,,,26/3/2026,,
5b28fbe7,16/3/2026,Renovación,,Renovado,,,,Individual,Seg0014,,Pol0369,FALSE,TRUE,rut0159,rut0159,Cli0111,Pro0107,,UF,,,,,,,18.00%,8.00%,PAC,,,,,,,,,26/3/2026,,
63a49fe0,29/4/2026,Prospecto,,,Pendiente,,,Individual,Seg0028,,,FALSE,TRUE,6b6e06bb,6b6e06bb,a1bf05c4,,,UF,,,,,,,,,PAT,,,,,,,,,,,
2a7b8c5f,19/3/2026,Renovación,,Renovado,,,,Individual,Seg0028,,Pol0371,FALSE,TRUE,rut0079,rut0079,Cli0056,Pro0082,Eje0001,UF,$11.59,$0.00,$0.00,$0.00,$0.00,$0.00,14.00%,0.00%,PAT,12,,No Aplica,Continuidad,2/5/2026,,,,29/3/2026,,
7edb0d4b,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f9,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f93,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f177,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f261,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f345,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f429,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f513,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f597,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f681,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f765,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f849,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
339fa3f933,13/3/2026,Negocio,Aceptado,,,,,,Seg0034,7ad0fd7e,,FALSE,TRUE,rut0096,rut0096,Cli0068,e7334ec9,,CLP,,,,,,,5.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,23/3/2026,,
a34ebb14,25/3/2026,Negocio,Aceptado,,,,,,Seg0014,d3e62bd7,,,TRUE,464df1c0,464df1c0,49e131c3,ee15c670,,UF,,,,,,,16.19%,16.19%,PAT,,,No Aplica,No aplica,,,,,4/4/2026,,
6538a3f3,26/3/2026,Negocio,Aceptado,,,,,,Seg0034,37b65361,,,TRUE,rut0146,rut0146,Cli0102,e7334ec9,,CLP,,,,,,,10.00%,0.00%,Directa,,,No Aplica,No Aplica,,,,,5/4/2026,,
83945dfb,2/4/2026,Renovación,,Renovado,,,,Múltiple,Seg0028,,Pol0372,,TRUE,rut0056,rut0056,Cli0040,Pro0108,Eje0012,UF,$97.09,$0.00,,,,,12.00%,0.00%,Directa,10,,,,,/Gestión/Registros/Renovaciones/83945dfb.Condiciones.174903.pdf,,"Modificaciones:
Deducible adicional por incendio intencional para camiones, del 50% de la pérdida con un máximo de indemnización de UF5000 por evento",1/5/2026,,
84cf7d14,2/4/2026,Negocio,Aceptado,,,,,,Seg0028,eec38cad,,,TRUE,rut0078,rut0078,Cli0056,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,Continuidad,No Aplica,,,,,12/4/2026,,
9f17dea2,2/4/2026,Negocio,Aceptado,,,,,,Seg0028,39088780,,,TRUE,rut0135,rut0135,Cli0098,Pro0032,,UF,,,,,,,17.00%,0.00%,PAT,,,Continuidad,No Aplica,,,,,12/4/2026,,
304b3cf5,7/4/2026,Negocio,Aceptado,,,,,Individual,Seg0028,9545f24a,,,TRUE,rut0160,rut0160,Cli0111,Pro0034,,UF,,,,,,,17.00%,0.00%,PAT,,,No Aplica,No Aplica,,,,,17/4/2026,,
4bc35765,16/4/2026,Renovación,,Renovado,,,,Individual,Seg0028,2f6462fa,Pol0370,FALSE,TRUE,rut0070,rut0070,Cli0049,Pro0099,,UF,$11.03,$0.00,$0.00,$0.00,$0.00,$0.00,17.00%,0.00%,PAT,12,$1.12,Continuidad,,29/4/2026,,,,26/4/2026,,
de2d43b6,21/4/2026,Negocio,Aceptado,,,,,Individual,Seg0014,5eb7179c,,,TRUE,rut0159,rut0159,Cli0111,81cf4227,Eje0003,UF,$2.48,$6.08,$0.00,$0.00,$0.00,$0.00,10.00%,10.00%,PAT,11,$0.82,,No Aplica,21/4/2026,,,,1/5/2026,,
e4e057cf,22/4/2026,Prospecto,,,Ganado,,,Individual,Seg0028,88243327,,,TRUE,cb5f9788,cb5f9788,a132a63a,e5f28b1c,c4303f66,UF,$11.40,$0.00,$0.00,$0.00,$0.00,$0.00,17.00%,0.00%,PAT,12,$1.14,Autoinspección,1432122,,,,,2/5/2026,,
ea32237c,27/4/2026,Renovación,,Pendiente,,,,Individual,Seg0028,,Pol0375,FALSE,TRUE,rut0117,rut0117,Cli0080,Pro0063,Eje0010,UF,$5.89,$1.12,$0.00,$0.00,$0.00,$0.00,0.00%,0.00%,PAC,,,No Aplica,Continuidad,2/6/2026,,,,,,
128b47cc,27/4/2026,Renovación,,Pendiente,,,,Individual,Seg0028,,Pol0377,FALSE,TRUE,rut0144,rut0144,Cli0101,,,UF,,,,,,,0.00%,0.00%,PAT,,,,,4/6/2026,,,,,,
29be0d9a,27/4/2026,Renovación,,Pendiente,,,,Individual,Seg0017,,Pol0376,FALSE,TRUE,rut0116,rut0116,Cli0079,,,UF,,,,,,,0.00%,0.00%,PAT,,,,,4/6/2026,,,,,,
c03e5f3a,27/4/2026,Renovación,,Pendiente,,,,Individual,Seg0028,,Pol0380,FALSE,TRUE,rut0085,rut0085,Cli0061,,,UF,,,,,,,0.00%,0.00%,PAT,,,,,9/6/2026,,,,,,
f3c2adf3,28/4/2026,Negocio,Aceptado,,Ganado,,,Individual,Seg0028,e34e12d1,,,TRUE,rut0195,rut0195,Cli0127,e5f28b1c,c4303f66,UF,$9.10,$0.00,$0.00,$0.00,$0.00,$0.00,17.00%,0.00%,PAT,12,$0.92,,1439960,28/4/2026,,,Esperar al Lunes 04/05 para solicitar la autoinspección,4/5/2026,,
c2c8516c,28/4/2026,Negocio,Aceptado,,Ganado,,,Individual,Seg0034,0a7fbeb8,,,TRUE,rut0195,rut0195,Cli0127,e7334ec9,829fad5e,CLP,$0.00,$0.00,"$8,990.00",,$0.00,$0.00,10.00%,0.00%,Directa,1,,,No Aplica,28/4/2026,,,"Esperar al Lunes 04/05, está de viaje",4/5/2026,,
3124d879,29/4/2026,Prospecto,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Individual,Seg0028,,,FALSE,TRUE,rut0000,rut0000,Cli0002,,,,,,,,,,0.00%,0.00%,,,,,,29/4/2026,,,,,,
d409d0a1,29/4/2026,Negocio,Aceptado,Pendiente,Ganado,,,Individual,Seg0028,76d27fc5,,FALSE,TRUE,f2cb894d,2644dba2,674f9f0f,Pro0032,Eje0001,UF,$11.40,$0.00,$0.00,$0.00,$0.00,$0.00,17.00%,0.00%,PAT,12,$1.15,,1438269,29/4/2026,,,,30/4/2026,,
60c09a2a,29/4/2026,Prospecto,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Individual,Seg0028,,,FALSE,TRUE,27f6d1b1,78c556e1,81d519d5,,,UF,,,,,,,0.00%,0.00%,,,,,,29/4/2026,,,,,,
22091eff,29/4/2026,Prospecto,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Individual,Seg0028,,,FALSE,TRUE,ca6d987a,ca6d987a,3ae0be3d,,,,,,,,,,0.00%,0.00%,,,,,,29/4/2026,,,,,,
64da7b0d,29/4/2026,Prospecto,Pendiente,Pendiente,Pendiente,Pendiente,Pendiente,Individual,Seg0028,,,FALSE,TRUE,rut0083,rut0083,Cli0059,,,,,,,,,,0.00%,0.00%,,,,,,29/4/2026,,,,,,
